2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  Training-Free Semantic Routing — PopQA v13          ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  2 PRE × 4 POST = 8 runs (Query Exp. + Caching)      ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:20 [WARNING ] PopQA_v13: The JSON file contains 1273 queries, fewer than the 1500 requested in CONFIG. Proceeding with all available queries.
2026-05-16T20:58:20 [INFO    ] PopQA_v13: Queries loaded for ablation: 1273
2026-05-16T20:58:20 [INFO    ] PopQA_v13: [FAISS] Loading: c:\Users\Utente\Desktop\Progetto_Routing_RAG\db_indexes\popqa_expanded.faiss
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [FAISS] 1527 vectors, dim=384
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [LLM] Loading (logits_all=True, gpu_layers=26)...
2026-05-16T20:58:29 [INFO    ] PopQA_v13: [LLM] Ready.
2026-05-16T20:58:29 [INFO    ] PopQA_v13: Router v13: 2 PRE × 4 POST = 8 total runs
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ║  PopQA Ablation v13:  8 run × 1273 query = 10184 total ║
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   RUN  1/8: Always_Retrieve × Always_FAISS
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   [   1/10184 |  0.0%] [low|pop=     44] What is the religion of Angelo Maria Rivato?
2026-05-17T15:32:34 [INFO    ] PopQA_v13:   [9336/10184 | 91.7%] [low|pop=     58] Who was the composer of One?
2026-05-17T15:32:43 [INFO    ] PopQA_v13:   [9337/10184 | 91.7%] [med|pop=    323] Who was the producer of Northern Lights?
2026-05-17T15:32:51 [INFO    ] PopQA_v13:   [9338/10184 | 91.7%] [hig|pop=   1912] Who was the producer of Movie Movie?
2026-05-17T15:32:56 [INFO    ] PopQA_v13:   [9339/10184 | 91.7%] [low|pop=     40] In what country is Rubim do Norte River?
2026-05-17T15:33:02 [INFO    ] PopQA_v13:   [9340/10184 | 91.7%] [hig|pop=  15298] Who was the director of Election?
2026-05-17T15:33:08 [INFO    ] PopQA_v13:   [9341/10184 | 91.7%] [low|pop=     60] What is the capital of arrondissement of Nogent-le-Rotr
2026-05-17T15:33:16 [INFO    ] PopQA_v13:   [9342/10184 | 91.7%] [med|pop=    253] Who was the director of Rebellion?
2026-05-17T15:33:21 [INFO    ] PopQA_v13:   [9343/10184 | 91.7%] [hig|pop=   4128] Who is the mother of Speed?
2026-05-17T15:33:30 [INFO    ] PopQA_v13:   [9344/10184 | 91.8%] [low|pop=     38] What sport does Sandar IL play?
2026-05-17T15:33:34 [INFO    ] PopQA_v13:   [9345/10184 | 91.8%] [low|pop=      8] In what country is Alexeni River?
2026-05-17T15:33:42 [INFO    ] PopQA_v13:   [9346/10184 | 91.8%] [hig|pop=   1780] What is the capital of Meta?
2026-05-17T15:33:47 [INFO    ] PopQA_v13:   [9347/10184 | 91.8%] [low|pop=      3] In what country is Valea Pleșii River?
2026-05-17T15:33:50 [INFO    ] PopQA_v13:   [9348/10184 | 91.8%] [hig|pop=  50033] Who is the father of Arjuna?
2026-05-17T15:34:04 [INFO    ] PopQA_v13:   [9349/10184 | 91.8%] [hig|pop=   5011] Who was the producer of Good Night?
2026-05-17T15:34:07 [INFO    ] PopQA_v13:   [9350/10184 | 91.8%] [low|pop=     83] Who is the author of Baby?
2026-05-17T15:34:10 [INFO    ] PopQA_v13:   [9351/10184 | 91.8%] [hig|pop=   5887] Who was the producer of Opera?
2026-05-17T15:34:18 [INFO    ] PopQA_v13:   [9352/10184 | 91.8%] [med|pop=    309] What is Gabriel Gonsum Ganaka's occupation?
2026-05-17T15:34:22 [INFO    ] PopQA_v13:   [9353/10184 | 91.8%] [med|pop=    730] Who is the author of Born?
2026-05-17T15:34:29 [INFO    ] PopQA_v13:   [9354/10184 | 91.8%] [low|pop=     77] In what city was Anatoly Georgievich Ufimtsev born?
2026-05-17T15:34:36 [INFO    ] PopQA_v13:   [9355/10184 | 91.9%] [hig|pop= 151391] Who is the father of James VI and I?
2026-05-17T15:34:46 [INFO    ] PopQA_v13:   [9356/10184 | 91.9%] [hig|pop=   3243] Who was the composer of Off the Wall?
2026-05-17T15:34:49 [INFO    ] PopQA_v13:   [9357/10184 | 91.9%] [hig|pop=  10356] Who was the composer of Queen?
2026-05-17T15:35:00 [INFO    ] PopQA_v13:   [9358/10184 | 91.9%] [hig|pop=   1909] What is the capital of Riley County?
2026-05-17T15:35:03 [INFO    ] PopQA_v13:   [9359/10184 | 91.9%] [med|pop=    518] Who is the author of A Man?
2026-05-17T15:35:13 [INFO    ] PopQA_v13:   [9360/10184 | 91.9%] [med|pop=    322] Who is the author of Sir Thursday?
2026-05-17T15:35:16 [INFO    ] PopQA_v13:   [9361/10184 | 91.9%] [low|pop=     96] In what city was Diana Estrada born?
2026-05-17T15:35:28 [INFO    ] PopQA_v13:   [9362/10184 | 91.9%] [hig|pop=  82626] Who was the composer of The Fly?
2026-05-17T15:35:35 [INFO    ] PopQA_v13:   [9363/10184 | 91.9%] [med|pop=    158] Who is the author of Rash?
2026-05-17T15:35:39 [INFO    ] PopQA_v13:   [9364/10184 | 91.9%] [hig|pop=  15881] What genre is 10 Years?
2026-05-17T15:35:42 [INFO    ] PopQA_v13:   [9365/10184 | 92.0%] [hig|pop=   1202] What genre is Quick?
2026-05-17T15:35:48 [INFO    ] PopQA_v13:   [9366/10184 | 92.0%] [low|pop=     99] In what country is Mavjinjava?
2026-05-17T15:35:52 [INFO    ] PopQA_v13:   [9367/10184 | 92.0%] [hig|pop=  31205] Who was the producer of Secretary?
2026-05-17T15:35:59 [INFO    ] PopQA_v13:   [9368/10184 | 92.0%] [hig|pop=   4897] Who was the composer of Gentleman?
2026-05-17T15:36:07 [INFO    ] PopQA_v13:   [9369/10184 | 92.0%] [low|pop=     73] Who was the composer of Big Foot?
2026-05-17T15:36:13 [INFO    ] PopQA_v13:   [9370/10184 | 92.0%] [med|pop=    577] In what city was Will Little born?
2026-05-17T15:36:18 [INFO    ] PopQA_v13:   [9371/10184 | 92.0%] [low|pop=     66] What genre is Bridge?
2026-05-17T15:36:26 [INFO    ] PopQA_v13:   [9372/10184 | 92.0%] [med|pop=    679] Who was the director of Romance?
2026-05-17T15:36:32 [INFO    ] PopQA_v13:   [9373/10184 | 92.0%] [hig|pop=  15269] Who was the screenwriter for Saw?
2026-05-17T15:36:38 [INFO    ] PopQA_v13:   [9374/10184 | 92.0%] [low|pop=     41] Who is the author of Malvaloca?
2026-05-17T15:36:46 [INFO    ] PopQA_v13:   [9375/10184 | 92.1%] [low|pop=     20] In what country is Kowale, Lower Silesian Voivodeship?
2026-05-17T15:36:50 [INFO    ] PopQA_v13:   [9376/10184 | 92.1%] [hig|pop=   7339] Who is the father of Helena Wayne?
2026-05-17T15:37:00 [INFO    ] PopQA_v13:   [9377/10184 | 92.1%] [med|pop=    118] Who is the author of Home?
2026-05-17T15:37:10 [INFO    ] PopQA_v13:   [9378/10184 | 92.1%] [low|pop=     92] What genre is In Silence?
2026-05-17T15:37:16 [INFO    ] PopQA_v13:   [9379/10184 | 92.1%] [hig|pop=  39049] Who was the director of 42?
2026-05-17T15:37:22 [INFO    ] PopQA_v13:   [9380/10184 | 92.1%] [med|pop=    130] What genre is Love?
2026-05-17T15:37:30 [INFO    ] PopQA_v13:   [9381/10184 | 92.1%] [med|pop=    189] Who is the author of Passion Play?
2026-05-17T15:37:36 [INFO    ] PopQA_v13:   [9382/10184 | 92.1%] [med|pop=    201] What is the religion of Adam Exner?
2026-05-17T15:37:44 [INFO    ] PopQA_v13:   [9383/10184 | 92.1%] [med|pop=    482] Who was the producer of The Dentist?
2026-05-17T15:37:52 [INFO    ] PopQA_v13:   [9384/10184 | 92.1%] [med|pop=    211] What is the capital of Murray Shire?
2026-05-17T15:37:57 [INFO    ] PopQA_v13:   [9385/10184 | 92.2%] [med|pop=    211] Who was the composer of Going Up?
2026-05-17T15:38:06 [INFO    ] PopQA_v13:   [9386/10184 | 92.2%] [med|pop=    422] What genre is The Court?
2026-05-17T15:38:16 [INFO    ] PopQA_v13:   [9387/10184 | 92.2%] [hig|pop=   3673] Who was the director of The Unbelievable Truth?
2026-05-17T15:38:23 [INFO    ] PopQA_v13:   [9388/10184 | 92.2%] [med|pop=    202] Who was the director of Hell on Wheels?
2026-05-17T15:38:30 [INFO    ] PopQA_v13:   [9389/10184 | 92.2%] [hig|pop=   3945] What is the religion of Mohamed Said Ramadan Al-Bouti?
2026-05-17T15:38:37 [INFO    ] PopQA_v13:   [9390/10184 | 92.2%] [hig|pop=  23729] Who was the producer of Doubt?
2026-05-17T15:38:43 [INFO    ] PopQA_v13:   [9391/10184 | 92.2%] [low|pop=     56] In what city was Gustavo Grondona born?
2026-05-17T15:38:49 [INFO    ] PopQA_v13:   [9392/10184 | 92.2%] [low|pop=     92] What genre is Theatre?
2026-05-17T15:38:57 [INFO    ] PopQA_v13:   [9393/10184 | 92.2%] [low|pop=     57] What is Kyriakos Mavronikolas's occupation?
2026-05-17T15:39:03 [INFO    ] PopQA_v13:   [9394/10184 | 92.2%] [hig|pop=   1716] Who was the producer of Happy Christmas?
2026-05-17T15:39:14 [INFO    ] PopQA_v13:   [9395/10184 | 92.3%] [med|pop=    421] What is Nora the capital of?
2026-05-17T15:39:20 [INFO    ] PopQA_v13:   [9396/10184 | 92.3%] [low|pop=     45] What sport does Vyacheslav Chadov play?
2026-05-17T15:39:24 [INFO    ] PopQA_v13:   [9397/10184 | 92.3%] [med|pop=    776] Who is the author of Almanac of the Dead?
2026-05-17T15:39:32 [INFO    ] PopQA_v13:   [9398/10184 | 92.3%] [low|pop=     62] What is Robert Jonckheere's occupation?
2026-05-17T15:39:36 [INFO    ] PopQA_v13:   [9399/10184 | 92.3%] [low|pop=     70] What sport does Kiribati men's national basketball team
2026-05-17T15:39:39 [INFO    ] PopQA_v13:   [9400/10184 | 92.3%] [med|pop=    133] Who was the screenwriter for On Tour?
2026-05-17T15:39:50 [INFO    ] PopQA_v13:   [9401/10184 | 92.3%] [low|pop=     66] What sport does Archie Needham play?
2026-05-17T15:39:56 [INFO    ] PopQA_v13:   [9402/10184 | 92.3%] [low|pop=     91] Who was the producer of The Garden of Weeds?
2026-05-17T15:40:02 [INFO    ] PopQA_v13:   [9403/10184 | 92.3%] [hig|pop=   3387] Who was the producer of You Ain't Goin' Nowhere?
2026-05-17T15:40:13 [INFO    ] PopQA_v13:   [9404/10184 | 92.3%] [hig|pop=   4538] Who was the director of The Hour?
2026-05-17T15:40:17 [INFO    ] PopQA_v13:   [9405/10184 | 92.4%] [low|pop=     26] What is Sebaki Devi Das Tatma's occupation?
2026-05-17T15:40:24 [INFO    ] PopQA_v13:   [9406/10184 | 92.4%] [med|pop=    116] In what country is Day?
2026-05-17T15:40:28 [INFO    ] PopQA_v13:   [9407/10184 | 92.4%] [med|pop=    582] Who is the author of The Survivor?
2026-05-17T15:40:33 [INFO    ] PopQA_v13:   [9408/10184 | 92.4%] [med|pop=    664] Who was the screenwriter for The Apple?
2026-05-17T15:40:37 [INFO    ] PopQA_v13:   [9409/10184 | 92.4%] [hig|pop=  64054] Who was the screenwriter for WALL·E?
2026-05-17T15:40:41 [INFO    ] PopQA_v13:   [9410/10184 | 92.4%] [med|pop=    131] Who was the producer of Jane?
2026-05-17T15:40:54 [INFO    ] PopQA_v13:   [9411/10184 | 92.4%] [med|pop=    660] Who was the composer of Imagination?
2026-05-17T15:41:02 [INFO    ] PopQA_v13:   [9412/10184 | 92.4%] [low|pop=     73] Who was the director of A Rowboat Romance?
2026-05-17T15:41:06 [INFO    ] PopQA_v13:   [9413/10184 | 92.4%] [hig|pop=  14173] Who was the producer of The Grapes of Wrath?
2026-05-17T15:41:13 [INFO    ] PopQA_v13:   [9414/10184 | 92.4%] [hig|pop=  13217] What sport does Margarita Louis-Dreyfus play?
2026-05-17T15:41:20 [INFO    ] PopQA_v13:   [9415/10184 | 92.4%] [med|pop=    368] Who was the screenwriter for Face to Face?
2026-05-17T15:41:25 [INFO    ] PopQA_v13:   [9416/10184 | 92.5%] [low|pop=     92] What sport does FIBT World Championships 1939 play?
2026-05-17T15:41:29 [INFO    ] PopQA_v13:   [9417/10184 | 92.5%] [hig|pop= 134197] What is Budapest the capital of?
2026-05-17T15:41:30 [INFO    ] PopQA_v13:   [9418/10184 | 92.5%] [hig|pop=   6290] Who is the author of Enchiridion of Epictetus?
2026-05-17T15:41:41 [INFO    ] PopQA_v13:   [9419/10184 | 92.5%] [low|pop=     78] In what city was Frederick Mackenzie born?
2026-05-17T15:41:46 [INFO    ] PopQA_v13:   [9420/10184 | 92.5%] [med|pop=    249] What genre is Paris?
2026-05-17T15:41:53 [INFO    ] PopQA_v13:   [9421/10184 | 92.5%] [low|pop=     80] In what country is Tōhoku History Museum?
2026-05-17T15:41:56 [INFO    ] PopQA_v13:   [9422/10184 | 92.5%] [hig|pop=   1707] What is Bad Ems the capital of?
2026-05-17T15:41:58 [INFO    ] PopQA_v13:   [9423/10184 | 92.5%] [med|pop=    159] What genre is The Expert?
2026-05-17T15:42:08 [INFO    ] PopQA_v13:   [9424/10184 | 92.5%] [med|pop=    114] Who was the director of The Pocket-knife?
2026-05-17T15:42:15 [INFO    ] PopQA_v13:   [9425/10184 | 92.5%] [low|pop=     75] In what city was H. Hugh Bancroft born?
2026-05-17T15:42:20 [INFO    ] PopQA_v13:   [9426/10184 | 92.6%] [low|pop=     48] Who is the father of Bert Bertrand?
2026-05-17T15:42:25 [INFO    ] PopQA_v13:   [9427/10184 | 92.6%] [low|pop=     96] In what city was Emmanuel Biron born?
2026-05-17T15:42:32 [INFO    ] PopQA_v13:   [9428/10184 | 92.6%] [hig|pop=   1549] Who was the composer of Around and Around?
2026-05-17T15:42:38 [INFO    ] PopQA_v13:   [9429/10184 | 92.6%] [low|pop=     25] In what country is Wir, Masovian Voivodeship?
2026-05-17T15:42:42 [INFO    ] PopQA_v13:   [9430/10184 | 92.6%] [med|pop=    931] Who was the director of Moss?
2026-05-17T15:42:53 [INFO    ] PopQA_v13:   [9431/10184 | 92.6%] [low|pop=     73] In what city was Tony Shields born?
2026-05-17T15:43:00 [INFO    ] PopQA_v13:   [9432/10184 | 92.6%] [low|pop=     32] In what country is Nowa Wieś Reszelska?
2026-05-17T15:43:03 [INFO    ] PopQA_v13:   [9433/10184 | 92.6%] [low|pop=     65] What is Bridie O'Flaherty's occupation?
2026-05-17T15:43:14 [INFO    ] PopQA_v13:   [9434/10184 | 92.6%] [low|pop=     83] What is Arafan Camara's occupation?
2026-05-17T15:43:20 [INFO    ] PopQA_v13:   [9435/10184 | 92.6%] [hig|pop=   1678] In what city was Francisco Fernández de la Cueva, 10th 
2026-05-17T15:43:28 [INFO    ] PopQA_v13:   [9436/10184 | 92.7%] [low|pop=     47] In what country is Iron River (CDP), Wisconsin?
2026-05-17T15:43:31 [INFO    ] PopQA_v13:   [9437/10184 | 92.7%] [med|pop=    626] Who was the composer of The Carter?
2026-05-17T15:43:42 [INFO    ] PopQA_v13:   [9438/10184 | 92.7%] [med|pop=    303] In what city was Nelson Vargas born?
2026-05-17T15:43:47 [INFO    ] PopQA_v13:   [9439/10184 | 92.7%] [low|pop=     96] In what city was Maurice Reymond de Broutelles born?
2026-05-17T15:43:51 [INFO    ] PopQA_v13:   [9440/10184 | 92.7%] [low|pop=     61] In what country is Cos?
2026-05-17T15:43:58 [INFO    ] PopQA_v13:   [9441/10184 | 92.7%] [med|pop=    403] What sport does Wembley Lions play?
2026-05-17T15:44:04 [INFO    ] PopQA_v13:   [9442/10184 | 92.7%] [low|pop=     16] Who was the screenwriter for Pilot?
2026-05-17T15:44:09 [INFO    ] PopQA_v13:   [9443/10184 | 92.7%] [low|pop=      5] Who was the screenwriter for Pilot?
2026-05-17T15:44:09 [INFO    ] PopQA_v13:   [9444/10184 | 92.7%] [low|pop=     74] Who is the author of Gowie Corby Plays Chicken?
2026-05-17T15:44:14 [INFO    ] PopQA_v13:   [9445/10184 | 92.7%] [low|pop=     97] Who is the author of Dirt?
2026-05-17T15:44:23 [INFO    ] PopQA_v13:   [9446/10184 | 92.8%] [med|pop=    873] Who is the author of Best Friends?
2026-05-17T15:44:34 [INFO    ] PopQA_v13:   [9447/10184 | 92.8%] [low|pop=     92] Who is the author of Sin?
2026-05-17T15:44:41 [INFO    ] PopQA_v13:   [9448/10184 | 92.8%] [hig|pop=  51577] Who was the screenwriter for Noah?
2026-05-17T15:44:46 [INFO    ] PopQA_v13:   [9449/10184 | 92.8%] [med|pop=    203] Who was the producer of Amore e non amore?
2026-05-17T15:44:53 [INFO    ] PopQA_v13:   [9450/10184 | 92.8%] [low|pop=     73] Who was the director of The Physician?
2026-05-17T15:44:59 [INFO    ] PopQA_v13:   [9451/10184 | 92.8%] [hig|pop=   1297] Who was the producer of Queen Kelly?
2026-05-17T15:45:08 [INFO    ] PopQA_v13:   [9452/10184 | 92.8%] [low|pop=     71] Who was the director of The Photo?
2026-05-17T15:45:12 [INFO    ] PopQA_v13:   [9453/10184 | 92.8%] [low|pop=     58] Who is the author of Stand By Your Screen?
2026-05-17T15:45:17 [INFO    ] PopQA_v13:   [9454/10184 | 92.8%] [hig|pop=   5986] Who was the director of The Driver?
2026-05-17T15:45:20 [INFO    ] PopQA_v13:   [9455/10184 | 92.8%] [hig|pop=  11127] What is G.E.M.'s occupation?
2026-05-17T15:45:30 [INFO    ] PopQA_v13:   [9456/10184 | 92.9%] [med|pop=    119] Who was the director of The Pioneers?
2026-05-17T15:45:34 [INFO    ] PopQA_v13:   [9457/10184 | 92.9%] [hig|pop=  85602] Who is the father of Bertrand Russell?
2026-05-17T15:45:38 [INFO    ] PopQA_v13:   [9458/10184 | 92.9%] [low|pop=     54] Who is the author of Darkvision?
2026-05-17T15:45:46 [INFO    ] PopQA_v13:   [9459/10184 | 92.9%] [low|pop=     52] In what city was Scott McCuaig born?
2026-05-17T15:45:54 [INFO    ] PopQA_v13:   [9460/10184 | 92.9%] [low|pop=     54] What sport does Ali Sami Yachir play?
2026-05-17T15:45:59 [INFO    ] PopQA_v13:   [9461/10184 | 92.9%] [hig|pop=   3832] Who was the screenwriter for The Island?
2026-05-17T15:46:04 [INFO    ] PopQA_v13:   [9462/10184 | 92.9%] [med|pop=    533] Who is the author of Things That Are?
2026-05-17T15:46:07 [INFO    ] PopQA_v13:   [9463/10184 | 92.9%] [low|pop=     72] In what city was Christos Mitsis born?
2026-05-17T15:46:13 [INFO    ] PopQA_v13:   [9464/10184 | 92.9%] [hig|pop=   5445] Who was the producer of Doctor Who theme music?
2026-05-17T15:46:16 [INFO    ] PopQA_v13:   [9465/10184 | 92.9%] [low|pop=     67] Who was the composer of Hello?
2026-05-17T15:46:26 [INFO    ] PopQA_v13:   [9466/10184 | 92.9%] [low|pop=     45] What sport does Saša Janić play?
2026-05-17T15:46:32 [INFO    ] PopQA_v13:   [9467/10184 | 93.0%] [med|pop=    389] Who was the screenwriter for The Gamble?
2026-05-17T15:46:38 [INFO    ] PopQA_v13:   [9468/10184 | 93.0%] [low|pop=     57] In what city was Franghískos Papamanólis born?
2026-05-17T15:46:42 [INFO    ] PopQA_v13:   [9469/10184 | 93.0%] [med|pop=    989] Who was the director of Anne?
2026-05-17T15:46:48 [INFO    ] PopQA_v13:   [9470/10184 | 93.0%] [hig|pop=  30321] Who was the producer of The Counselor?
2026-05-17T15:46:57 [INFO    ] PopQA_v13:   [9471/10184 | 93.0%] [med|pop=    275] What sport does Patricio Margetic play?
2026-05-17T15:47:01 [INFO    ] PopQA_v13:   [9472/10184 | 93.0%] [low|pop=     70] Who is the author of Robots?
2026-05-17T15:47:11 [INFO    ] PopQA_v13:   [9473/10184 | 93.0%] [hig|pop=  79684] Who was the screenwriter for The Birds?
2026-05-17T15:47:17 [INFO    ] PopQA_v13:   [9474/10184 | 93.0%] [med|pop=    393] Who was the producer of Pas de deux?
2026-05-17T15:47:24 [INFO    ] PopQA_v13:   [9475/10184 | 93.0%] [hig|pop=  28617] Who is the father of Prince Nikolai of Denmark?
2026-05-17T15:47:35 [INFO    ] PopQA_v13:   [9476/10184 | 93.0%] [low|pop=     75] What genre is The Song of the Suburbs?
2026-05-17T15:47:44 [INFO    ] PopQA_v13:   [9477/10184 | 93.1%] [med|pop=    480] In what country is Crestwood?
2026-05-17T15:47:50 [INFO    ] PopQA_v13:   [9478/10184 | 93.1%] [hig|pop=   7432] Who was the screenwriter for The Corporation?
2026-05-17T15:47:56 [INFO    ] PopQA_v13:   [9479/10184 | 93.1%] [hig|pop=   3371] In what country is union council of Bangladesh?
2026-05-17T15:48:02 [INFO    ] PopQA_v13:   [9480/10184 | 93.1%] [med|pop=    133] What is Duilio Forte's occupation?
2026-05-17T15:48:08 [INFO    ] PopQA_v13:   [9481/10184 | 93.1%] [low|pop=     81] In what city was Dale Polley born?
2026-05-17T15:48:15 [INFO    ] PopQA_v13:   [9482/10184 | 93.1%] [hig|pop=   1934] Who was the director of Three of a Kind?
2026-05-17T15:48:23 [INFO    ] PopQA_v13:   [9483/10184 | 93.1%] [hig|pop=  26363] Who was the composer of The Judge?
2026-05-17T15:48:31 [INFO    ] PopQA_v13:   [9484/10184 | 93.1%] [med|pop=    360] Who was the director of The Turning Point?
2026-05-17T15:48:35 [INFO    ] PopQA_v13:   [9485/10184 | 93.1%] [med|pop=    223] Who was the screenwriter for For Sale?
2026-05-17T15:48:44 [INFO    ] PopQA_v13:   [9486/10184 | 93.1%] [low|pop=     41] In what country is Veliko Korenovo?
2026-05-17T15:48:49 [INFO    ] PopQA_v13:   [9487/10184 | 93.2%] [hig|pop=   1074] What genre is Cherry?
2026-05-17T15:48:54 [INFO    ] PopQA_v13:   [9488/10184 | 93.2%] [hig|pop=  19722] Who was the producer of The Joy Luck Club?
2026-05-17T15:49:01 [INFO    ] PopQA_v13:   [9489/10184 | 93.2%] [low|pop=     50] In what city was Mikael Eriksson born?
2026-05-17T15:49:06 [INFO    ] PopQA_v13:   [9490/10184 | 93.2%] [hig|pop=  43433] Who was the producer of Happy Gilmore?
2026-05-17T15:49:14 [INFO    ] PopQA_v13:   [9491/10184 | 93.2%] [hig|pop=   2945] Who is the author of Saint Seiya: Next Dimension?
2026-05-17T15:49:22 [INFO    ] PopQA_v13:   [9492/10184 | 93.2%] [med|pop=    261] In what country is Melbourne?
2026-05-17T15:49:25 [INFO    ] PopQA_v13:   [9493/10184 | 93.2%] [low|pop=     74] In what city was Marie-Hélène Aubert born?
2026-05-17T15:49:33 [INFO    ] PopQA_v13:   [9494/10184 | 93.2%] [hig|pop=   1562] Who was the composer of Genius?
2026-05-17T15:49:40 [INFO    ] PopQA_v13:   [9495/10184 | 93.2%] [med|pop=    260] Who is the author of Born to Rock?
2026-05-17T15:49:50 [INFO    ] PopQA_v13:   [9496/10184 | 93.2%] [med|pop=    228] Who is the author of Palmetto Leaves?
2026-05-17T15:49:57 [INFO    ] PopQA_v13:   [9497/10184 | 93.3%] [med|pop=    296] Who was the screenwriter for Tears?
2026-05-17T15:50:03 [INFO    ] PopQA_v13:   [9498/10184 | 93.3%] [hig|pop=  94860] Who is the father of Alexander Graham Bell?
2026-05-17T15:50:06 [INFO    ] PopQA_v13:   [9499/10184 | 93.3%] [low|pop=     28] What sport does 1989–90 1. Slovenská národná hokejová l
2026-05-17T15:50:17 [INFO    ] PopQA_v13:   [9500/10184 | 93.3%] [hig|pop=   3257] What genre is Culture?
2026-05-17T15:50:24 [INFO    ] PopQA_v13:   [9501/10184 | 93.3%] [low|pop=     75] In what country is Sabiote?
2026-05-17T15:50:27 [INFO    ] PopQA_v13:   [9502/10184 | 93.3%] [med|pop=    596] Who is the author of Harvest?
2026-05-17T15:50:35 [INFO    ] PopQA_v13:   [9503/10184 | 93.3%] [hig|pop=   3652] Who was the director of Whitney?
2026-05-17T15:50:39 [INFO    ] PopQA_v13:   [9504/10184 | 93.3%] [hig|pop=  15047] Who was the producer of Voulez-Vous?
2026-05-17T15:50:49 [INFO    ] PopQA_v13:   [9505/10184 | 93.3%] [hig|pop=  54894] Who was the producer of Bee Movie?
2026-05-17T15:50:52 [INFO    ] PopQA_v13:   [9506/10184 | 93.3%] [med|pop=    895] What genre is Eats Everything?
2026-05-17T15:51:00 [INFO    ] PopQA_v13:   [9507/10184 | 93.4%] [hig|pop=   1444] Who was the screenwriter for The Square?
2026-05-17T15:51:05 [INFO    ] PopQA_v13:   [9508/10184 | 93.4%] [hig|pop=  12883] Who was the director of Nashville?
2026-05-17T15:51:09 [INFO    ] PopQA_v13:   [9509/10184 | 93.4%] [hig|pop=   3744] In what city was Diotima of Mantinea born?
2026-05-17T15:51:21 [INFO    ] PopQA_v13:   [9510/10184 | 93.4%] [low|pop=     97] Who was the director of Sold?
2026-05-17T15:51:26 [INFO    ] PopQA_v13:   [9511/10184 | 93.4%] [low|pop=     98] In what city was Alexandros Matsas born?
2026-05-17T15:51:36 [INFO    ] PopQA_v13:   [9512/10184 | 93.4%] [low|pop=     54] In what country is Footes?
2026-05-17T15:51:39 [INFO    ] PopQA_v13:   [9513/10184 | 93.4%] [med|pop=    294] What is Owando the capital of?
2026-05-17T15:51:42 [INFO    ] PopQA_v13:   [9514/10184 | 93.4%] [med|pop=    139] Who was the director of Compass?
2026-05-17T15:51:52 [INFO    ] PopQA_v13:   [9515/10184 | 93.4%] [med|pop=    318] What genre is The Off Season?
2026-05-17T15:51:57 [INFO    ] PopQA_v13:   [9516/10184 | 93.4%] [low|pop=     52] What genre is Operation Sabotage?
2026-05-17T15:52:05 [INFO    ] PopQA_v13:   [9517/10184 | 93.5%] [med|pop=    304] In what country is Belair National Park?
2026-05-17T15:52:13 [INFO    ] PopQA_v13:   [9518/10184 | 93.5%] [med|pop=    351] Who was the screenwriter for Chicago?
2026-05-17T15:52:16 [INFO    ] PopQA_v13:   [9519/10184 | 93.5%] [low|pop=     72] In what country is Arthur?
2026-05-17T15:52:25 [INFO    ] PopQA_v13:   [9520/10184 | 93.5%] [hig|pop=   1883] Who was the director of The Love Letter?
2026-05-17T15:52:30 [INFO    ] PopQA_v13:   [9521/10184 | 93.5%] [med|pop=    836] Who was the screenwriter for Pilot?
2026-05-17T15:52:35 [INFO    ] PopQA_v13:   [9522/10184 | 93.5%] [med|pop=    566] Who was the producer of The Pointer?
2026-05-17T15:52:41 [INFO    ] PopQA_v13:   [9523/10184 | 93.5%] [hig|pop=   8315] Who was the screenwriter for Michael Jackson's Ghosts?
2026-05-17T15:52:46 [INFO    ] PopQA_v13:   [9524/10184 | 93.5%] [hig|pop=   1082] Who was the director of Halloween?
2026-05-17T15:52:49 [INFO    ] PopQA_v13:   [9525/10184 | 93.5%] [med|pop=    540] Who was the director of White House?
2026-05-17T15:52:58 [INFO    ] PopQA_v13:   [9526/10184 | 93.5%] [low|pop=     78] In what city was David Granger born?
2026-05-17T15:53:04 [INFO    ] PopQA_v13:   [9527/10184 | 93.5%] [hig|pop=   2622] Who was the screenwriter for Fire?
2026-05-17T15:53:10 [INFO    ] PopQA_v13:   [9528/10184 | 93.6%] [med|pop=    236] In what city was Erik Pedersen born?
